Timestamp,What is your Gender?,Where are you from?,Suppose you want to go on a tour with your friend and you hardly get this opportunity. But your midterm exam is nearby. How would your parents react to your plan?,"If your result is not up to the mark, how would your parents react ?","Suppose your parents asked you to do something immediately. But for some reason, you wanted to do it later. Your parents - ","If you behave harshly with your parents for any reason, how would your parents react?",Suppose you made a decision all by yourself. And somehow it didn’t match with your parent’s decision. How would your parents react?,Label
1/18/2022 19:18:50,Female,Khulna,You don’t need to take permission,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would ignore this behavior of yours,You don’t have to tell  your parents about your decision at all,3
1/18/2022 19:25:00,Male,Rangpur,Your parents would reject you without even hearing your point,Your parents would scream on you,They would consider your opinion,Your parents would punish you,Your parents would listen to your decision and give a feedback,0
1/18/2022 19:56:59,Female,Sylhet,You don’t need to take permission,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would ignore this behavior of yours,You don’t have to tell  your parents about your decision at all,3
1/18/2022 19:59:44,Male,Dhaka,You don’t need to take permission,Your parents would be happy with your result,They would consider your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would agree with your decision without any comment,2
1/18/2022 20:00:13,Male,Barishal,Your parents would give you permission without asking any question,Your parents would be happy with your result,They would directly listen to your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would agree with your decision without any comment,0
1/18/2022 20:10:38,Male,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would be happy with your result,They would directly listen to your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would agree with your decision without any comment,3
1/18/2022 20:12:11,Female,Mymensingh,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
1/18/2022 20:19:57,Male,Barishal,You don’t need to take permission,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would ignore this behavior of yours,You don’t have to tell  your parents about your decision at all,3
1/18/2022 20:22:19,Male,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would listen to your decision and give a feedback,1
1/18/2022 20:12:11,Female,Mymensingh,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
1/18/2022 20:19:57,Male,Barishal,You don’t need to take permission,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would ignore this behavior of yours,You don’t have to tell  your parents about your decision at all,3
1/18/2022 20:22:19,Male,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would listen to your decision and give a feedback,1
1/18/2022 20:25:56,Male,Mymensingh,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
1/18/2022 20:28:14,Male,Dhaka,Your parents would give you permission without asking any question,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
2/8/2022 23:35:38,Female,Rangpur,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
2/9/2022 18:20:17,Male,Chattogram,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/9/2022 19:42:25,Male,Dhaka,You don’t need to take permission,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,3
2/9/2022 19:44:33,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would listen to your decision and give a feedback,1
2/9/2022 19:48:02,Female,Dhaka,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents would listen to your decision and give a feedback,0
2/9/2022 20:05:37,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would scream on you,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/9/2022 20:41:59,Male,Khulna,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would listen to your decision and give a feedback,1
2/9/2022 21:13:27,Female,Dhaka,Your parents would give you permission without asking any question,Your parents would be happy with your result,They would directly listen to your opinion,Your parents would punish you,Your parents would listen to your decision and give a feedback,2
2/10/2022 0:45:21,Female,Khulna,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/10/2022 17:48:50,Male,Dhaka,You don’t need to take permission,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,3
2/11/2022 0:02:34,Male,Dhaka,Your parents would reject you without even hearing your point,Your parents won’t care about your results,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents would listen to your decision and give a feedback,0
2/11/2022 1:34:24,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,Would not listen to you and make you do the work immediately,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/11/2022 20:50:47,Male,Dhaka,Your parents would give you permission without asking any question,Your parents would be happy with your result,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,2
2/11/2022 20:57:28,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They would ignore this behavior of yours,Your parents would listen to your decision and give a feedback,1
2/11/2022 21:14:51,Male,Chattogram,Your parents would give you permission without asking any question,Your parents would be happy with your result,Your parents would not care if you are doing it immediately or later,They would ignore this behavior of yours,You don’t have to tell  your parents about your decision at all,3
2/11/2022 21:50:58,Male,Barishal,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
2/11/2022 22:02:55,Female,Sylhet,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/11/2022 22:27:49,Female,Mymensingh,Your parents would give you permission without asking any question,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
2/11/2022 22:43:34,Female,Rajshahi,You don’t need to take permission,Your parents would be happy with your result,They would directly listen to your opinion,They would ignore this behavior of yours,Your parents would agree with your decision without any comment,2
2/11/2022 22:52:10,Male,Khulna,Your parents would give you permission without asking any question,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
2/11/2022 23:02:28,Male,Mymensingh,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/11/2022 23:12:44,Female,Khulna,Your parents would give you permission without asking any question,Your parents would be happy with your result,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents would agree with your decision without any comment,2
2/11/2022 23:21:31,Male,Dhaka,Your parents would give you permission without asking any question,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/11/2022 23:29:18,Male,Mymensingh,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
2/11/2022 23:38:37,Female,Chattogram,You don’t need to take permission,Your parents would scream on you,Your parents would not care if you are doing it immediately or later,Your parents would punish you,You don’t have to tell  your parents about your decision at all,3
2/11/2022 23:52:14,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would be happy with your result,They would directly listen to your opinion,They would ignore this behavior of yours,Your parents would agree with your decision without any comment,2
2/12/2022 0:06:27,Male,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would scream on you,Would not listen to you and make you do the work immediately,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents can’t put enough faith in your decision,0
2/12/2022 0:13:37,Male,Dhaka,You don’t need to take permission,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
2/12/2022 0:30:27,Female,Chattogram,You don’t need to take permission,Your parents would be happy with your result,They would directly listen to your opinion,They would ignore this behavior of yours,Your parents would agree with your decision without any comment,2
2/12/2022 0:42:12,Female,Dhaka,Your parents would reject you without even hearing your point,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/12/2022 0:52:25,Female,Sylhet,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,Would not listen to you and make you do the work immediately,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/12/2022 1:05:12,Male,Rangpur,Your parents would reject you without even hearing your point,Your parents would scream on you,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/12/2022 1:38:47,Male,Barishal,Your parents would give you permission without asking any question,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
2/12/2022 1:54:15,Female,Sylhet,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
2/12/2022 2:04:13,Female,Mymensingh,You don’t need to take permission,Your parents would be happy with your result,They would directly listen to your opinion,They would ignore this behavior of yours,Your parents would agree with your decision without any comment,2
2/12/2022 2:11:48,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/12/2022 2:25:06,Male,Barishal,Your parents would give you permission without asking any question,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
2/12/2022 9:26:41,Male,Dhaka,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,They would not react at that time but they would ask you about the reason of your behavior later,Your parents can’t put enough faith in your decision,0
2/12/2022 9:27:01,Female,Dhaka,Your parents would reject you without even hearing your point,Your parents would encourage you for future exams,They would directly listen to your opinion,They would ignore this behavior of yours,You don’t have to tell  your parents about your decision at all,3
2/12/2022 9:28:00,Male,Dhaka,You don’t need to take permission,Your parents would scream on you,Would not listen to you and make you do the work immediately,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents can’t put enough faith in your decision,0
2/12/2022 9:29:47,Male,Dhaka,Your parents would reject you without even hearing your point,Your parents would scream on you,They would consider your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents can’t put enough faith in your decision,0
2/12/2022 9:31:23,Male,Rajshahi,Your parents would reject you without even hearing your point,Your parents would scream on you,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/12/2022 9:32:10,Male,Rajshahi,Your parents would give you permission without asking any question,Your parents would be happy with your result,They would consider your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would listen to your decision and give a feedback,2
2/12/2022 9:41:32,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/12/2022 9:41:47,Male,Dhaka,You don’t need to take permission,Your parents won’t care about your results,They would consider your opinion,They would ignore this behavior of yours,Your parents would listen to your decision and give a feedback,3
2/12/2022 9:52:27,Female,Dhaka,Your parents would reject you without even hearing your point,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/12/2022 10:00:30,Female,Rangpur,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,0
2/12/2022 10:28:20,Female,Dhaka,Your parents would reject you without even hearing your point,Your parents would scream on you,They would consider your opinion,Your parents would punish you,Your parents would listen to your decision and give a feedback,0
2/12/2022 10:28:45,Male,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/12/2022 10:40:04,Male,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/12/2022 10:42:18,Female,Rangpur,Your parent would let you negotiate after giving their opinion,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
2/12/2022 10:57:29,Male,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/12/2022 15:54:40,Male,Khulna,Your parents would give you permission without asking any question,Your parents would encourage you for future exams,They would directly listen to your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would agree with your decision without any comment,2
2/12/2022 16:36:51,Male,Chattogram,You don’t need to take permission,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would agree with your decision without any comment,3
2/13/2022 19:08:05,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,Would not listen to you and make you do the work immediately,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/15/2022 8:20:42,Male,Chattogram,Your parent would let you negotiate after giving their opinion,Your parents would scream on you,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents can’t put enough faith in your decision,1
2/15/2022 12:12:24,Female,Dhaka,Your parents would reject you without even hearing your point,Your parents would encourage you for future exams,They would consider your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would listen to your decision and give a feedback,1
2/16/2022 11:16:36,Male,Dhaka,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
2/16/2022 11:24:33,Female,Dhaka,You don’t need to take permission,Your parents would be happy with your result,They would directly listen to your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would agree with your decision without any comment,2
2/16/2022 11:35:01,Male,Rajshahi,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents can’t put enough faith in your decision,1
2/16/2022 11:43:21,Male,Dhaka,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
2/16/2022 11:51:19,Female,Dhaka,Your parents would give you permission without asking any question,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
2/17/2022 10:02:33,Male,Khulna,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would directly listen to your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would listen to your decision and give a feedback,1
2/17/2022 10:47:56,Male,Khulna,Your parents would reject you without even hearing your point,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/17/2022 14:20:49,Male,Khulna,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
2/27/2022 22:57:44,Male,Dhaka,Your parents would reject you without even hearing your point,Your parents would encourage you for future exams,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
3/4/2022 0:33:02,Male,Dhaka,Your parents would reject you without even hearing your point,Your parents would scream on you,They would consider your opinion,Your parents would punish you,Your parents would listen to your decision and give a feedback,0
3/4/2022 12:31:30,Female,Dhaka,You don’t need to take permission,Your parents won’t care about your results,They would directly listen to your opinion,They would ignore this behavior of yours,Your parents can’t put enough faith in your decision,3
3/4/2022 12:43:44,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would scream on you,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents can’t put enough faith in your decision,1
3/5/2022 22:34:38,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would directly listen to your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
3/22/2022 1:04:38,Female,Khulna,You don’t need to take permission,Your parents would be happy with your result,They would directly listen to your opinion,They would ignore this behavior of yours,Your parents would agree with your decision without any comment,2
4/3/2022 0:18:48,Male,Dhaka,You don’t need to take permission,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would ignore this behavior of yours,You don’t have to tell  your parents about your decision at all,3
4/17/2022 1:04:16,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would listen to your decision and give a feedback,1
4/17/2022 21:52:58,Male,Sylhet,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,They would ignore this behavior of yours,Your parents can’t put enough faith in your decision,0
4/17/2022 23:41:55,Female,Rajshahi,Your parents would give you permission without asking any question,Your parents would be happy with your result,They would directly listen to your opinion,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,2
4/18/2022 0:07:06,Female,Dhaka,Your parents would give you permission without asking any question,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
4/18/2022 0:22:48,Male,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,Would not listen to you and make you do the work immediately,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
4/18/2022 0:47:18,Male,Chattogram,Your parents would give you permission without asking any question,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would agree with your decision without any comment,3
4/18/2022 2:11:00,Male,Barishal,Your parents would give you permission without asking any question,Your parents would encourage you for future exams,They would directly listen to your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would agree with your decision without any comment,2
4/18/2022 23:49:03,Female,Khulna,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
4/18/2022 23:56:55,Male,Chattogram,Your parents would give you permission without asking any question,Your parents would be happy with your result,They would directly listen to your opinion,They would ignore this behavior of yours,Your parents would agree with your decision without any comment,2
4/19/2022 0:05:07,Others,Dhaka,Your parents would give you permission without asking any question,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
4/19/2022 0:14:05,Female,Dhaka,You don’t need to take permission,Your parents would be happy with your result,They would directly listen to your opinion,They would ignore this behavior of yours,You don’t have to tell  your parents about your decision at all,3
4/19/2022 0:30:20,Female,Dhaka,Your parents would give you permission without asking any question,Your parents would encourage you for future exams,They would directly listen to your opinion,They would ignore this behavior of yours,Your parents would agree with your decision without any comment,2
4/19/2022 1:18:48,Male,Rangpur,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
4/19/2022 1:50:14,Female,Dhaka,Your parents would reject you without even hearing your point,Your parents would encourage you for future exams,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
4/20/2022 16:44:16,Male,Khulna,Your parents would give you permission without asking any question,Your parents would encourage you for future exams,They would directly listen to your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would agree with your decision without any comment,2
4/20/2022 17:01:37,Male,Mymensingh,You don’t need to take permission,Your parents won’t care about your results,They would consider your opinion,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
4/22/2022 0:30:56,Female,Dhaka,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
4/24/2022 1:01:37,Male,Chattogram,Your parent would let you negotiate after giving their opinion,Your parents would encourage you for future exams,They would consider your opinion,They will try to make you understand how did they feel about your behavior and you should not behave like this,Your parents would listen to your decision and give a feedback,1
4/24/2022 1:18:04,Female,Dhaka,You don’t need to take permission,Your parents would be happy with your result,They would directly listen to your opinion,They would ignore this behavior of yours,Your parents would agree with your decision without any comment,2
4/24/2022 2:02:50,Female,Chattogram,Your parents would reject you without even hearing your point,Your parents would scream on you,They would consider your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents can’t put enough faith in your decision,0
4/24/2022 11:37:12,Male,Dhaka,Your parents would give you permission without asking any question,Your parents would be happy with your result,They would directly listen to your opinion,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would agree with your decision without any comment,2
4/25/2022 18:05:09,Female,Dhaka,Your parents would give you permission without asking any question,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,Your parents would agree with your decision without any comment,2
4/26/2022 13:36:18,Male,Dhaka,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
4/26/2022 13:42:32,Female,Dhaka,You don’t need to take permission,Your parents would be happy with your result,They would directly listen to your opinion,They would ignore this behavior of yours,Your parents would agree with your decision without any comment,2
4/26/2022 16:37:11,Male,Dhaka,You don’t need to take permission,Your parents won’t care about your results,They would directly listen to your opinion,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
5/4/2022 18:11:29,Male,Barishal,Your parents would give you permission without asking any question,Your parents won’t care about your results,They would directly listen to your opinion,They would ignore this behavior of yours,Your parents would agree with your decision without any comment,2
5/7/2022 23:48:57,Female,Dhaka,You don’t need to take permission,Your parents would be happy with your result,Your parents would not care if you are doing it immediately or later,They would ignore this behavior of yours,Your parents would agree with your decision without any comment,3
5/8/2022 0:08:32,Female,Dhaka,Your parents would reject you without even hearing your point,Your parents would scream on you,Would not listen to you and make you do the work immediately,Your parents would punish you,Your parents can’t put enough faith in your decision,0
5/8/2022 0:29:41,Male,Dhaka,Your parents would give you permission without asking any question,Your parents won’t care about your results,Your parents would not care if you are doing it immediately or later,They would not react at that time but they would ask you about the reason of your behavior later,You don’t have to tell  your parents about your decision at all,3
